"Mon,Jan 06",URC SURE Supply of Smart Positioner,,,URC SURE,Automation,INSTRUMENTATION,Manufacturing,F&B,"Thu,Jan 02","Thu,Jan 09",DECLINE,NSG,NSG,NSG,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,2 -No Data,,
"Mon,Jan 06",Additional Scope for NCC FDAS - Option 1,CMRP25010004,0,​Northern Cement ​Corporation,Electrification,FDAS,Manufacturing,CEMENT,"Fri,Jan 03","Thu,Jan 09",GO,LOS,NSG,SubCon,Submitted,"Thu,Jan 09",35%,,,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,For Subcon - Difsys,
"Mon,Jan 06",NCC Maintenance of Line A Fire Detection Alarm System,CMRP25010004,0,​Northern Cement ​Corporation,Electrification,FDAS,Manufacturing,CEMENT,"Fri,Jan 03","Thu,Jan 09",GO,NSG,NSG,SubCon,Submitted,"Thu,Jan 09",,,,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,For Subcon - Difsys,
"Mon,Feb 24",URC La Carlota Mill Installation of Controls for 10 units of Pans ,CMRP24120536,2,URC BCFG,Automation,PLC / SCADA,Manufacturing,F&B,"Fri,Jan 31",,GO,RTR,RTR,RTR,Submitted,"Fri,Feb 21",,"9,910,704.77",OP60,,,,10-Existing,8 -Need to Customize,8 -Strategic Business,5 -Budgetary,5 -Limited,,
"Tue,Jan 07",URC SURE Supply of Tachometer,,,URC SURE,Automation,INSTRUMENTATION,Manufacturing,F&B,"Mon,Jan 06",,DECLINE,NSG,NSG,NSG,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,2 -No Data,,
"Tue,Jan 07",URC La Carlota Repair of 2 Units Soft Starter,,,URC SURE,Electrification,ELECTRICAL,Manufacturing,F&B,"Tue,Jan 07",,DECLINE,NSG,,,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,10 -Complete,,
19-Nov-24,URC Pamp 2 Packaging Cooling Tunnel Controller & HMI Upgarde for L1 & L2 ,CMRP24120531,2,URC BCFG,Automation,PLC / SCADA,Manufacturing,F&B,"Fri,Mar 07","Fri,Mar 14",GO,JMO,RJR,VIB,Submitted,"Thu,Apr 10",15%,"5,904,833.39",LOST,4/1/25,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,Lost to JAM by 12.55% (5.164M VAT EX),
"Mon,Jan 13",RCBC Supply and Installation of ABB ACB Chiller #4 and #5,CMRP25010006,2,Applied Thermal Technology Solution Corporation,Electrification,ELECTRICAL,Buildings,CONSTRUCTION,"Fri,Jan 10","Tue,Jan 21",GO,CBD,NSG,MMR,Submitted,"Wed,Feb 05",27%,"1,250,000.00",OP100,2/1/25,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,"Jan13:
For Site Inspection: SE & MMR
Jan20:
-waiting for DAHUA
-Mechanical Contractor (subcon: Jays from URC, sir Jun from Unilab)
-need reference from the subcon, and detailed limitation/exclusions of their offers",
"Mon,Mar 03","Aboitiz TMO UPGRADE OF MOBILE 5 DG 8,9,10 PLC SYSTEM",CMRP25030098,0,Aboitiz,Automation,PLC / SCADA,Power,POWER PLANT,"Mon,Feb 17","Fri,Mar 07",GO,RTR,AVR,DS,Submitted,"Wed,Mar 12",20%,"5,405,994.87",OP90,,,,,,,,,"mar31
- followup ms Jean today, and request details on bonds",
"Fri,Jan 10",Installation of 2 sets Lightning Arrester_PR#1200014782,,,URC SURE,Electrification,CCTV,Manufacturing,F&B,"Fri,Jan 10","Fri,Jan 17",DECLINE,JMO,,,,,,,,,,,10-Existing,5 -Need External Resource,2 -Non Core for Subcon,7 -Urgent,5 -Limited,,
"Fri,Jan 10",S&I Auxiliary Works (FDAS & Tel) @ Mandaluyong Legislative Works,CMRP25010031,0,"WHITEPORT, Inc.",Electrification,FDAS,Buildings,CONSTRUCTION,"Fri,Jan 10","Fri,Feb 07",DECLINE,JMO,CBG,CBG,,,,,,,,,"5-New Account, No Champion",10 -Existing Solution,2 -Non Core for Subcon,10 -Reasonable Time,10 -Complete,Apr 10: -ACS to input QTN from -PABGM - no quote,
"Sat,Feb 08",Aboitiz TMI Nasipit RTU Integration,CMRP25010029,1,Aboitiz,Electrification,PLC / SCADA,Power,POWER PLANT,,,GO,RTR,AVR,SubCon,Submitted,"Mon,Feb 03",24%,"1,896,937.17",OP100,2/1/25,,,,,,,,,
"Fri,Feb 21",MRT7 Station 2 ACS,CMRP25020076,2,DBBC,Electrification,ACS,Buildings,CONSTRUCTION,"Wed,Feb 19","Wed,Feb 26",GO,CBD,CBG,Partner,Submitted,"Wed,Apr 30",28%,"8,035,714.29",OP60,,,,,,,,,,
"Mon,Jan 13",URC SURE PR#100012098 - Current Transducer,,,URC SURE,Automation,INSTRUMENTATION,Manufacturing,F&B,"Fri,Jan 10",,DECLINE,NSG,NSG,NSG,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,2 -No Data,,
"Mon,Jan 13",URC SURE PR#1000115647 - Solenoid Valve,,,URC SURE,Automation,INSTRUMENTATION,Manufacturing,F&B,"Mon,Jan 13",,DECLINE,NSG,NSG,NSG,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,2 -No Data,,
"Mon,Jan 13",ADI B1 Existing BMS Migration and Integration,CMRP25010005,2,Analog Devices Inc.,Automation,BMS,Manufacturing,SEMICON,"Wed,Jan 08",,GO,LOS,RJR,RJR,Submitted,"Mon,Feb 17",27%,"435,131.28",OP90,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,5 -Limited,"Waiting for Client's IO List
Jan13:
- CMRP has 1 spare of PLC, but no IO Modules
- if not sufficient, request from partners/supplier for service units
- Mtech, Iaworx, Difsys
Mar31:
- ADI focuses on Bldg 3",
"Tue,Jan 14",Steelworld Digital Modules/PLC Troubleshooting,,,Steelworld Manufacturing Corporation,Automation,PLC / SCADA,Manufacturing,MANUFACTURING,"Tue,Jan 14",,DECLINE,RTR,VIB,SubCon,,,,,,,,,"5-New Account, No Champion",10 -Existing Solution,8 -Strategic Business,5 -Budgetary,5 -Limited,"For Subcon to DotX,waiting for client to send password of machines, dotx offered upgrade",
"Tue,Jan 14",Room Temp Monitoring,,,Grand Apex Construction Inc.,Electrification,FDAS,Buildings,CONSTRUCTION,"Tue,Jan 14",,DECLINE,CBD,VIB,,,,,,,,,,,,,,,"VIB Feb03: Yek Yeu M. Andaya, no reply to inquiry through viber and email.
Feb10: to ask support from NSG to followup",
"Wed,Jan 15",Crimson Clark Chiller Management System,CMRP25010013,0,Applied Thermal Technology Solution Corporation,Automation,PLC / SCADA,Buildings,CONSTRUCTION,"Wed,Jan 15","Tue,Jan 21",GO,CBD,RJR,RJR,Submitted,"Tue,Jan 21",,"3,118,352.39",OP30,,,,,,,,,"Budgetary
Jan20:
- Offer Siemens Building",
"Thu,Jan 16",Whiteport Supply of Panel Boards & ECBs for FTS (Binondo) Project,CMRP24120523,1,"Whiteport, Inc.",Electrification,ELECTRICAL,Buildings,CONSTRUCTION,"Thu,Jan 16",,GO,NSG,NSG,SubCon,Submitted,"Thu,Jan 16",25%,"1,076,855.05",OP30,,,,"5-New Account, No Champion",10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,,
"Thu,Jan 16",Riviera Golf Club Replacement of VFD,CMRP24040110,1,"Riviera Golf Club, Inc.",Electrification,ELECTRICAL,Buildings,OTHERS,"Thu,Jan 16",,GO,NSG,NSG,SubCon,Submitted,"Thu,Jan 16",17%,"112,857.14",OP100,1/1/25,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,"Awarded: Jan 02, 2025
PO Cancellation to Riviera Feb 28, 2025",
"Fri,Jan 17",Difsys Supply of UTP Lan Cable,CMRP25010011,0,"Digitally Intelligent Facility Systems, Inc. ",Automation,IT,Manufacturing,OTHERS,"Mon,Jan 13","Mon,Jan 20",GO,NSG,NSG,SubCon,Submitted,"Mon,Jan 20",25%,"25,378.89",OP30,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,,
"Fri,Jan 17",MRT7 Station 9 VO (additional devices),CMRP25010009,0,Archipelago Builders Corporation,Electrification,ACS,Buildings,CONSTRUCTION,"Fri,Jan 17","Mon,Jan 20",GO,CBD,NSG,SE,Submitted,"Tue,Jan 21",19%,"1,005,600.47",OP30,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,01/20/2025: For Review and Approval JEB,
"Fri,Jan 17",FCF Minerals Supply of Siemens MCCB,,,FCF Minerals Corporation,Automation,PLC / SCADA,Manufacturing,UTILITIES,"Thu,Jan 16",,DECLINE,NSG,NSG,NSG,,,,,,,,,"5-New Account, No Champion",10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,"01/20/2025: For Client Approval, submitted clarification 
01/23/2025: Not Responsive | Declined Supply Opps",
"Sat,Jan 18",UEO1 Walkthrough Metal Detectors,CMRP25010019,0,Megaworld,Electrification,EE & AUX,Buildings,CONSTRUCTION,"Fri,Jan 17","Tue,Jan 21",GO,CBD,RJR,CBG,Submitted,,19%,"404,933.04",LOST,2/1/25,Commercial Offer Optimization,Overstimation of costs,,,,,,"Jan20:
-waiting for PDX quotation",
"Sat,Jan 18",LA CARLOTA Distillation FDAS PM & Gas Detector & Alarm Inst'n PR No. 1200007856,CMRP,,URC SURE,Electrification,FDAS,Manufacturing,MANUFACTURING,"Sat,Jan 18","Sat,Jan 25",DECLINE,JMO,,,,,,,,,,,2-Existing account with No Orders,5 -Need External Resource,2 -Non Core for Subcon,7 -Urgent,5 -Limited,,
"Sat,Jan 18",LA CARLOTA Distillery Rehabilitation & Centralization of 7-Zones FDAS,CMRP,,URC SURE,Electrification,FDAS,Manufacturing,MANUFACTURING,"Sat,Jan 18","Sat,Jan 25",DECLINE,JMO,,,,,,,,,,,2-Existing account with No Orders,5 -Need External Resource,2 -Non Core for Subcon,7 -Urgent,5 -Limited,,
"Sat,Jan 18",Project Pylon Auxiliary,,,Wiz Winner Inc. /Monde,Electrification,EE & AUX,Manufacturing,MANUFACTURING,"Sat,Jan 18","Wed,Jan 29",DECLINE,LOS,MMR,MMR,,,,,,,,,,,,,,,
"Sun,Jan 19",WPI NGBP Supply & Deliver 7-Switchgear & 37-Transformer,CMRP25010008,0,"WHITEPORT, Inc.",Electrification,ELECTRICAL,Buildings,CONSTRUCTION,"Tue,Jan 07","Thu,Jan 09",GO,NSG,NSG,SubCon,Submitted,"Fri,Jan 17",19%,,,,,,2-Existing account with No Orders,5 -Need External Resource,7 -Core + Peripheral,7 -Urgent,10 -Complete,"For Sub Con - G-Tech & SESCO (Rua Source no response)
Jan13: Partial offer for G=Switch gear only
- Need to cover consultant (IN-HOUSE DATA LAND) to have an edge in the opportunity
- doublecheck quotation from G Tech and JMO contacts
- info from end user: local fabricator is allowed",
"Mon,Jan 20","NCC ECC Design, Supply, Installation and Commissioning of FDAS and Fire Suppression using Water
Deluge System in Substation 1 and 2: 6 x 25 MVA Power Transformer.",CMRP25,,NCC,Electrification,FDAS,Manufacturing,CEMENT,"Thu,Jan 16",,PENDING,LOS,CBG,SubCon,Submitted,,,,,,,,,,,,,Hyblaze to subcon fire suppression; Difsys for FDAS - for follow up c/o Ian,
"Mon,Jan 20",NPI Supply and Installation of Ethernet Switch 16port,CMRP25010012,0,"Net Pacific, Inc.",Automation,PLC / SCADA,Buildings,CONSTRUCTION,"Mon,Jan 20","Tue,Jan 21",GO,NSG,NSG,DS,Submitted,"Tue,Jan 21",36%,"65,970.43",OP100,1/1/25,,,10-Existing,,,,,,
"Mon,Jan 20","NCC ECC Design, Supply, Install & Commission FDAS in Substation 1 & 2 Switchgear
Room",,,NCC,Electrification,FDAS,Manufacturing,CEMENT,"Thu,Jan 16",,GO,LOS,CBG,SubCon,Submitted,"Tue,Mar 18",18%,"2,676,886.68",OP30,,,,,,,,,Hyblaze to subcon fire suppression; Difsys for FDAS - for follow up c/o Ian,
"Mon,Jan 20",URC Cal Rewinding of 3 Induction Motors  PR 1000123808,CMRP,,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,"Mon,Jan 20",,DECLINE,JMO,,,,,,,,,,,,,,,,,
"Mon,Jan 20",IBEL PA/BX System,CMRP25010021,1,Megaworld,Electrification,PABGM,Buildings,CONSTRUCTION,"Fri,Jan 17","Wed,Jan 29",DECLINE,CBD,MMR,AVR,Submitted,"Fri,Feb 14",15%,"14,857,164.65",,,,,,,,,,"Jan20:
waiting for PDX quotation",
"Mon,Jan 20",Pilmico Tarlac Feedmill 2 Automation,,,Pilmico,Automation,PLC / SCADA,Manufacturing,OTHERS,"Thu,Jan 09",,GO,RTR,RJR,,,,,,,,,,,,,,,For Site Inspection on Jan 22,
"Mon,Jan 20",MRT7 Station 12 O&M ACS,CMRP25010015,3,Monocrete,Electrification,EE & AUX,Buildings,CONSTRUCTION,,,GO,CBD,MMR,MMR,Submitted,"Wed,Feb 05",22%,"6,250,000.00",OP30,,,,,,,,,,
"Tue,Jan 21",Supply & Deliver 63kWp Solar Hybrid System for Napsan Villas ,CMRP24110507,,"WHITEPORT, Inc.",Electrification,SOLAR,Power,CONSTRUCTION,"Tue,Jan 21","Tue,Feb 11",DECLINE,,,,,,,,,,,,"5-New Account, No Champion",5 -Need External Resource,2 -Non Core for Subcon,5 -Budgetary,10 -Complete,NO Subcon for Installation,
"Tue,Jan 21",DMCI Metrobank Head Office BMS & Aux,,,DMCI,Automation,BMS,Buildings,CONSTRUCTION,"Fri,Jan 17","Fri,Feb 07",DECLINE,CBD,,,,,,,,,,,,,,,,"For site presentation
For Info gathering
-ask for extension
-DMCI leverage Siemens in BMS c/o Sir Rojel
-competitor: IATech using ABB",
"Tue,Jan 21",URC Bagumbayan_S&I Power Meters & Wiring Components (PR 1200014060),CMRP25010018,0,URC-BCFG,Electrification,EE & AUX,Manufacturing,F&B,"Tue,Jan 21","Tue,Jan 28",GO,JMO,MMR,MMR,Submitted,"Fri,Jan 24",15%,"451,799.99",LOST,1/1/25,Commercial Offer Optimization,"Overstimation of costs, Rushed preparation resulting in low-quality proposals.",10-Existing,10 -Existing Solution,10 -Focus Business,7 -Urgent,5 -Limited,wiining Bid 200k+ only,
"Wed,Jan 22",Magnolia Supply of Level Floatswitch,,,"Magnolia, Inc.",Digitalization,INSTRUMENTATION,Manufacturing,F&B,"Wed,Jan 22",,DECLINE,NSG,NSG,NSG,,,,,,,,,8-With Account Champion,3 -No Previous Experience,5 -Peripheral Scope,5 -Budgetary,2 -No Data,,
"Wed,Jan 22",URC Passi PR#1000124112 - Electrode,,,URC SURE,Automation,INSTRUMENTATION,Manufacturing,F&B,"Wed,Jan 22",,DECLINE,NSG,NSG,NSG,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,5 -Peripheral Scope,5 -Budgetary,2 -No Data,,
"Wed,Jan 22",BBP Sheraton Manila Hotel Chiller Plant Energy Optimization,CMRP25010016,3,BBP,Electrification,EE & AUX,Buildings,CONSTRUCTION,"Wed,Jan 22",,GO,RTR,VIB,SE,Submitted,"Fri,Mar 07",15%,"2,570,000.00",OP100,3/1/25,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,"VIB Feb03: SE already sent BOM, waiting for final approved docs (SOW, components list, io list from BBP)",
"Wed,Jan 22",Knoll BMS,,,Knoll JB Packaging Corporation,Automation,BMS,Manufacturing,MANUFACTURING,"Wed,Jan 22",,GO,RTR,EIS,EIS,Submitted,,,,,,,,"5-New Account, No Champion",10 -Existing Solution,10 -Core Business,5 -Budgetary,10 -Complete,,
"Wed,Jan 08",MRT7 Station 1 ACS,CMRP25010002,3,T&D Power Systems,Electrification,ACS,Buildings,CONSTRUCTION,"Tue,Jan 07",,GO,CBD,MMR,SubCon,Submitted,"Thu,Feb 13",26%,"6,696,428.57",OP100,2/1/25,,,"5-New Account, No Champion",10 -Existing Solution,10 -Core Business,7 -Urgent,5 -Limited,"Quote to IoT
Jan13: 
- ""Due to unavailability of documents and BOQ, quotation is based on assumptions""
- Client deadline ASAP
- SE Team to set meeting with T&D and finalize BOQ(with buffer). Proposal will proceed with costing works",
"Wed,Jan 22",Replacement of Capacitor and its Aux in CapBank B LVSG Nursing Tower 1,,0,St. Luke's,Electrification,EE & AUX,Buildings,OTHERS,"Mon,Jan 20","Mon,Feb 03",GO,CBD,MMR,MMR,Submitted,"Thu,Jan 30",16%,"3,039,803.58",OP30,,,,,,,,,,
"Thu,Jan 23",Repair/Programming Siemens HMI LCD @ Water Treatment Plant (PR#1000126500),CMRP25020040,0,URC SURE Ursumco,Automation,PLC / SCADA,Manufacturing,MANUFACTURING,"Thu,Jan 23","Thu,Jan 30",GO,JMO,VIB,VIB,Submitted,"Mon,Jan 27",38%,"399,822.38",LOST,1/1/25,Competitive Landscape,Competitor is gencon/prev contractor//fabricator/core skilled,10-Existing,10 -Existing Solution,8 -Strategic Business,5 -Budgetary,5 -Limited,Lost to Cebu-based Metrologic (143k Only),
"Thu,Jan 23",IBEL AVR,,3,Megaworld,Electrification,ELECTRICAL,Buildings,CONSTRUCTION,"Thu,Jan 23","Tue,Jan 28",GO,CBD,MMR,,Submitted,"Mon,Jan 27",,"886,000.72",LOST,3/1/25,,,,,,,,Awarded to winning Genset supplier (package),
"Thu,Jan 23",MRT7 S7 FDAS VO,CMRP22030140VOFDAS,0,ARAJA,Electrification,FDAS,Buildings,CONSTRUCTION,"Thu,Jan 23","Thu,Jan 23",GO,RTR,VIB,SE,Submitted,"Thu,Jan 23",28%,"1,638,709.41",OP100,1/1/25,,,10-Existing,10 -Existing Solution,10 -Core Business,7 -Urgent,10 -Complete,SC000014218,
"Thu,Jan 23",MRT7 S7 ACS VO,CMRP22030140VOACS,0,ARAJA,Electrification,ACS,Buildings,CONSTRUCTION,"Thu,Jan 23","Thu,Jan 23",GO,RTR,VIB,SE,Submitted,"Thu,Jan 23",31%,"1,634,377.86",OP100,1/1/25,,,10-Existing,10 -Existing Solution,10 -Core Business,7 -Urgent,10 -Complete,,
"Thu,Jan 23",NGC EE & Aux,CMRP25010024,7,Megaworld,Electrification,ELECTRICAL,Buildings,CONSTRUCTION,"Thu,Jan 23","Fri,Feb 14",GO,CBD,CBG,CBG,For Approval,"Tue, May 06 ",21%,"8,736,976.88",OP30,,,,,,,,,"Apr24:
- Cable quantity concern (x3 compare to other competitors),
- to check by ASB, this morning
- to submit optimized today(apr24)",
"Thu,Jan 23",WPI NGBP Supply & Deliver 7-Switchgear & 37-Transformer,CMRP25010008,1,"WHITEPORT, Inc.",Electrification,ELECTRICAL,Buildings,CONSTRUCTION,"Tue,Jan 07","Fri,Jan 24",GO,NSG,NSG,SubCon,Submitted,"Fri,Jan 24",19%,"170,113,926.89",OP30,,,,2-Existing account with No Orders,5 -Need External Resource,7 -Core + Peripheral,7 -Urgent,10 -Complete,,
"Thu,Jan 23",WPI Supply and Delivery of Panel Boards for QC Congress Secretarial Project,CMRP25010021,1,"WHITEPORT, Inc.",Electrification,ELECTRICAL,Buildings,CONSTRUCTION,"Thu,Jan 23","Fri,Jan 24",GO,NSG,NSG,NSG,Submitted,"Fri,Jan 24",25%,"71,745.52",OP30,,,,"5-New Account, No Champion",8 -Need to Customize,8 -Strategic Business,5 -Budgetary,5 -Limited,,
"Fri,Jan 24",SMYPC CGP Field Wiring & Siemens Control Hardware ,,0,San Miguel Yamamura Packaging Corporation,Automation,PLC / SCADA,Manufacturing,MANUFACTURING,"Fri,Jan 24","Thu,Jan 30",GO,RTR,AVR,MMR,Submitted,,,,,,,,10-Existing,10 -Existing Solution,8 -Strategic Business,7 -Urgent,10 -Complete,,
"Fri,Jan 24",FBI Servequest Office Project CCTV,CMRP25010022,0,Forthright Builders Inc.,Electrification,EE & AUX,Buildings,OTHERS,"Fri,Jan 24",,GO,LOS,CBG,Partner,Submitted,"Thu,Feb 13",25%,"1,187,333.06",OP30,,,,"5-New Account, No Champion",10 -Existing Solution,10 -Core Business,7 -Urgent,5 -Limited,Need site survey ASAP,
"Fri,Jan 24",ADI Supply of BMS Spare Parts,CRMP25010017,1,"Analog Devices, Inc.",Automation,BMS,Manufacturing,SEMICON,"Thu,Jan 23","Fri,Jan 24",GO,NSG,NSG,DS,Submitted,"Fri,Jan 24",25%,"205,536.54",OP90,,,,10-Strategic,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,,
"Fri,Jan 24",Difsys Supply of Patch Cords,CRMP25010023,0,"Digitally Intelligent Facility Systems, Inc. ",Automation,IT,Manufacturing,OTHERS,"Fri,Jan 24","Fri,Jan 24",GO,NSG,NSG,NSG,Submitted,"Fri,Jan 24",20%,"59,164.06",OP30,,,,10-Existing,10 -Existing Solution,8 -Strategic Business,10 -Reasonable Time,10 -Complete,From Netpacific Stock,
"Fri,Jan 24",ACS Variation Order - MRT 7 Station 4,CMRP24100443,1,"Rhodium 688 Builders, Inc",Electrification,ACS,Buildings,CONSTRUCTION,"Fri,Jan 24","Fri,Jan 24",GO,NSG,NSG,SubCon,Submitted,"Fri,Jan 24",19%,"486,913.69",OP30,,,,10-Existing,10 -Existing Solution,10 -Focus Business,10 -Reasonable Time,10 -Complete,Updated VO - ACS Devices Only,
"Fri,Jan 24",ACS Variation Order - MRT 7 Station 5,CMRP24100444,1,"Rhodium 688 Builders, Inc",Electrification,ACS,Buildings,CONSTRUCTION,"Fri,Jan 24","Fri,Jan 24",GO,NSG,NSG,SubCon,Submitted,"Fri,Jan 24",19%,"401,045.46",OP30,,,,10-Existing,10 -Existing Solution,10 -Focus Business,10 -Reasonable Time,10 -Complete,Updated VO - ACS Devices Only,
"Fri,Jan 24",Velaris Tower 2 FDAS,,,RLB,Electrification,FDAS,Buildings,CONSTRUCTION,"Fri,Jan 24","Wed,Jan 29",DECLINE,CBD,,,,,,,,,,,,,,,,,
"Fri,Jan 24",Zimmon Industries NCCC Mall Davao BMS,CMRP24020041,2,Zimmon Industries,Automation,BMS,Buildings,CONSTRUCTION,,,GO,LOS,RJR,RJR,Submitted,"Thu,Jan 30",17%,"26,442,832.07",OP30,,,,8-With Account Champion,3 -No Previous Experience,10 -Core Business,5 -Budgetary,5 -Limited,,
