2025-01-06,Warehouse Freezer Additional Temp,CMRP24120528,1,ST Microelectronics,Automation,PLC / SCADA,Manufacturing,SEMICON,,,GO,CBD,RJR,DS,Submitted,2025-01-06,25,179670.21,OP90,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,"Apr07:
- Rayzen updated BOM last Apr 4, for revision
Apr24:
-Final bom from Rayzen, to submit Apr25",fbbb6445-4452-4a30-851e-3e945c290330,
2025-01-07,URC SURE Supply of Tachometer,,,URC SURE,Automation,INSTRUMENTATION,Manufacturing,F&B,2025-01-06,,DECLINE,NSG,NSG,NSG,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,2 -No Data,,b5538dc8-3e2c-4445-af6c-f5b3b9a5add1,
2025-01-07,URC La Carlota Repair of 2 Units Soft Starter,,,URC SURE,Electrification,ELECTRICAL,Manufacturing,F&B,2025-01-07,,DECLINE,NSG,,,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,10 -Complete,,15362a27-f52a-4260-acce-d888238d5d96,
2025-01-07,Petron Pandacan Manual Filling B PLC and HMI Upgrade,CMRP25010001,0,Petron,Automation,PLC / SCADA,Power,OIL & GAS,2025-01-07,2025-01-07,GO,RTR,VIB,SubCon,Submitted,2025-01-07,15,491071.09,OP60,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,For Subcon DotX,e7e4f383-14ff-4e20-8355-52241885e2c7,
2025-01-08,URC Pamp 2 Boiler Support,CMRP25020062,0,URC BCFG,Digitalization,PLC / SCADA,Manufacturing,F&B,2025-02-21,,GO,JMO,RJR,DS,For Revision,2025-02-25,,113770.45,Inactive,,,,10-Existing,10 -Existing Solution,10 -Core Business,7 -Urgent,10 -Complete,Completed 21-Feb; Justified 400k Instead,fc5bd3c5-8dcc-4812-aa32-158ff60b53af,
2025-03-04,Riviera Replacement of VFD Sumitomo,CMRP25030090,0,"Riviera Golf Club, Inc.",Electrification,ELECTRICAL,Buildings,OTHERS,2025-03-04,,GO,NSG,NSG,SubCon,Submitted,2025-03-04,5,112857.14,OP100,2025-04-01,,,10-Existing,10 -Existing Solution,8 -Strategic Business,10 -Reasonable Time,10 -Complete,,093431fd-ad5f-4ec7-85bf-6079880ce52a,
2025-01-09,MRT7 Station 12 ACS,CMRP25010003,8,Monocrete Inc.,Electrification,ACS,Buildings,CONSTRUCTION,2025-01-08,2025-01-15,GO,CBD,ASB,ASB,Submitted,2025-05-31,27,10364540.57,OP60,,,,10-Existing,10 -Existing Solution,10 -Focus Business,7 -Urgent,10 -Complete,"ACS only; to remove wires, conduits, hangers, and support",9e0cb784-c979-4439-b50b-1f2ffa700c71,
2025-01-09,MRT7 Station 12 Depot ACS,CMRP25010010,4,Monocrete Inc.,Electrification,ACS,Buildings,CONSTRUCTION,2025-01-08,2025-01-15,GO,CBD,ASB,ASB,Submitted,2025-05-31,27,5905617.34,OP60,,,,10-Existing,10 -Existing Solution,10 -Focus Business,7 -Urgent,10 -Complete,"ACS only; to remove wires, conduits, hangers, and support",f00fe8a2-2157-4f0c-a9a3-c7600a374638,
2025-01-10,Installation of 2 sets Lightning Arrester_PR#1200014782,,,URC SURE,Electrification,CCTV,Manufacturing,F&B,2025-01-10,2025-01-17,DECLINE,JMO,,,,,,,,,,,10-Existing,5 -Need External Resource,2 -Non Core for Subcon,7 -Urgent,5 -Limited,,81a427b6-e1ed-41b2-be2f-2f0dd29b773e,
2025-01-10,S&I Auxiliary Works (FDAS & Tel) @ Mandaluyong Legislative Works,CMRP25010031,0,"WHITEPORT, Inc.",Electrification,FDAS,Buildings,CONSTRUCTION,2025-01-10,2025-02-07,DECLINE,JMO,CBG,CBG,,,,,,,,,"5-New Account, No Champion",10 -Existing Solution,2 -Non Core for Subcon,10 -Reasonable Time,10 -Complete,Apr 10: -ACS to input QTN from -PABGM - no quote,3758aade-2f97-4989-a9d2-3730db0edf66,
2025-03-10,BBP Preventive Maintenance - TEC,CMRP25030103,0,BBP,Electrification,ELECTRICAL,Buildings,CONSTRUCTION,2025-03-10,2025-03-10,GO,NSG,NSG,SE,Submitted,2025-03-10,40,37989.55,OP100,2025-04-01,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,PO 18313,bc9cd1bd-e899-4bf2-bfb2-dc0132f6ae43,
2025-01-13,URC SURE PR#100012098 - Current Transducer,,,URC SURE,Automation,INSTRUMENTATION,Manufacturing,F&B,2025-01-10,,DECLINE,NSG,NSG,NSG,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,2 -No Data,,ecf834d7-9e13-442d-9608-bc2658c31dfb,
2025-01-13,URC SURE PR#1000115647 - Solenoid Valve,,,URC SURE,Automation,INSTRUMENTATION,Manufacturing,F&B,2025-01-13,,DECLINE,NSG,NSG,NSG,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,2 -No Data,,5b572e38-3b17-44b8-8682-6ffe1b48497f,
2025-01-13,ADI B1 Existing BMS Migration and Integration,CMRP25010005,2,Analog Devices Inc.,Automation,BMS,Manufacturing,SEMICON,2025-01-08,,GO,LOS,RJR,RJR,Submitted,2025-02-17,27,435131.28,OP90,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,5 -Limited,"Waiting for Client's IO List
Jan13:
- CMRP has 1 spare of PLC, but no IO Modules
- if not sufficient, request from partners/supplier for service units
- Mtech, Iaworx, Difsys
Mar31:
- ADI focuses on Bldg 3",c2b31f62-3e5d-4522-9cc9-59ee50bb973f,
2025-01-13,Intellismart Manila Water PLC and Instrumentation,CMRP25010007,1,Intellismart,Automation,PLC / SCADA,Buildings,CONSTRUCTION,2025-01-10,,GO,RTR,RJR,VIB,Submitted,2025-03-13,22,1280230.34,OP60,,,,2-Existing account with No Orders,10 -Existing Solution,7 -Core + Peripheral,5 -Budgetary,5 -Limited,,8bf2d60c-32e8-4977-80af-812b8d604d71,
2025-01-14,Steelworld Digital Modules/PLC Troubleshooting,,,Steelworld Manufacturing Corporation,Automation,PLC / SCADA,Manufacturing,MANUFACTURING,2025-01-14,,DECLINE,RTR,VIB,SubCon,,,,,,,,,"5-New Account, No Champion",10 -Existing Solution,8 -Strategic Business,5 -Budgetary,5 -Limited,"For Subcon to DotX,waiting for client to send password of machines, dotx offered upgrade",5525b349-6dcb-434a-acf3-be3ac8e6f24c,
2025-01-14,Room Temp Monitoring,,,Grand Apex Construction Inc.,Electrification,FDAS,Buildings,CONSTRUCTION,2025-01-14,,DECLINE,CBD,VIB,,,,,,,,,,,,,,,"VIB Feb03: Yek Yeu M. Andaya, no reply to inquiry through viber and email.
Feb10: to ask support from NSG to followup",2921ebe3-6ead-471b-88e6-2197987a1eaa,
2025-01-15,Crimson Clark Chiller Management System,CMRP25010013,0,Applied Thermal Technology Solution Corporation,Automation,PLC / SCADA,Buildings,CONSTRUCTION,2025-01-15,2025-01-21,GO,CBD,RJR,RJR,Submitted,2025-01-21,,3118352.39,OP30,,,,,,,,,"Budgetary
Jan20:
- Offer Siemens Building",8be67087-d712-4704-a3d1-4edf599d0d88,
2025-01-16,Whiteport Supply of Panel Boards & ECBs for FTS (Binondo) Project,CMRP24120523,1,"Whiteport, Inc.",Electrification,ELECTRICAL,Buildings,CONSTRUCTION,2025-01-16,,GO,NSG,NSG,SubCon,Submitted,2025-01-16,25,1076855.05,OP30,,,,"5-New Account, No Champion",10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,,0bc0c3c0-82a8-4ae4-9f97-d2d888815bb4,
2025-01-16,Riviera Golf Club Replacement of VFD,CMRP24040110,1,"Riviera Golf Club, Inc.",Electrification,ELECTRICAL,Buildings,OTHERS,2025-01-16,,GO,NSG,NSG,SubCon,Submitted,2025-01-16,17,,,2025-01-01,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,"Awarded: Jan 02, 2025
PO Cancellation to Riviera Feb 28, 2025",8f255e90-a512-4049-9005-c45243c0fc89,
2025-01-17,Difsys Supply of UTP Lan Cable,CMRP25010011,0,"Digitally Intelligent Facility Systems, Inc.",Automation,IT,Manufacturing,OTHERS,2025-01-13,2025-01-20,GO,NSG,NSG,SubCon,Submitted,2025-01-20,25,25378.89,OP30,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,,c8a13fbe-c75f-4192-9582-5c5bab957cb3,
2025-01-17,MRT7 Station 9 VO (additional devices),CMRP25010009,0,Archipelago Builders Corporation,Electrification,ACS,Buildings,CONSTRUCTION,2025-01-17,2025-01-20,GO,CBD,NSG,SE,Submitted,2025-01-21,19,1005600.47,OP30,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,Ongoing discussion w/ Management,eb2372ba-0a20-4560-9d6f-6046d4bed412,
2025-01-17,FCF Minerals Supply of Siemens MCCB,,,FCF Minerals Corporation,Automation,PLC / SCADA,Manufacturing,UTILITIES,2025-01-16,,DECLINE,NSG,NSG,NSG,,,,,,,,,"5-New Account, No Champion",10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,"01/20/2025: For Client Approval, submitted clarification 
01/23/2025: Not Responsive | Declined Supply Opps",d8e6a07a-1308-4e26-a4bc-3cb2a13e395d,
2025-01-18,UEO1 Walkthrough Metal Detectors,CMRP25010019,0,Megaworld,Electrification,EE & AUX,Buildings,CONSTRUCTION,2025-01-17,2025-01-21,GO,CBD,RJR,CBG,Submitted,,19,404933.04,LOST,2025-02-01,Commercial Offer Optimization,Overstimation of costs,,,,,,"Jan20:
-waiting for PDX quotation",eb0a6492-106f-4c74-84a8-0ab4885fcae6,
2025-01-18,LA CARLOTA Distillation FDAS PM & Gas Detector & Alarm Inst'n PR No. 1200007856,CMRP,,URC SURE,Electrification,FDAS,Manufacturing,MANUFACTURING,2025-01-18,2025-01-25,DECLINE,JMO,,,,,,,,,,,2-Existing account with No Orders,5 -Need External Resource,2 -Non Core for Subcon,7 -Urgent,5 -Limited,,d1bc5c79-1601-439d-b13d-2bece320b008,
2025-01-18,LA CARLOTA Distillery Rehabilitation & Centralization of 7-Zones FDAS,CMRP,,URC SURE,Electrification,FDAS,Manufacturing,MANUFACTURING,2025-01-18,2025-01-25,DECLINE,JMO,,,,,,,,,,,2-Existing account with No Orders,5 -Need External Resource,2 -Non Core for Subcon,7 -Urgent,5 -Limited,,aebe949b-12ad-4a73-ad04-fe19c6c96500,
2025-01-18,Project Pylon Auxiliary,,,Wiz Winner Inc. /Monde,Electrification,EE & AUX,Manufacturing,MANUFACTURING,2025-01-18,2025-01-29,DECLINE,LOS,MMR,MMR,,,,,,,,,,,,,,,4763bb16-0586-4fed-81e6-ae2fd3420eaf,
2025-01-19,WPI NGBP Supply & Deliver 7-Switchgear & 37-Transformer,CMRP25010008,0,"WHITEPORT, Inc.",Electrification,ELECTRICAL,Buildings,CONSTRUCTION,2025-01-07,2025-01-09,GO,NSG,NSG,SubCon,Submitted,2025-01-17,19,,,,,,2-Existing account with No Orders,5 -Need External Resource,7 -Core + Peripheral,7 -Urgent,10 -Complete,"For Sub Con - G-Tech & SESCO (Rua Source no response)
Jan13: Partial offer for G=Switch gear only
- Need to cover consultant (IN-HOUSE DATA LAND) to have an edge in the opportunity
- doublecheck quotation from G Tech and JMO contacts
- info from end user: local fabricator is allowed",8c20591a-ee5a-4d01-b682-73df78989a91,
2025-01-20,"NCC ECC Design, Supply, Installation and Commissioning of FDAS and Fire Suppression using Water
Deluge System in Substation 1 and 2: 6 x 25 MVA Power Transformer.",CMRP25,,NCC,Electrification,FDAS,Manufacturing,CEMENT,2025-01-16,,PENDING,LOS,CBG,SubCon,Submitted,,,,,,,,,,,,,Hyblaze to subcon fire suppression; Difsys for FDAS - for follow up c/o Ian,44065284-0dba-4bbe-a164-7d624a76c06d,
2025-03-31,NCC Supply of Link Box and Profibus DP Connector,CMRP25030128,2,NCC,Electrification,ELECTRICAL,Manufacturing,CEMENT,2025-03-26,2025-03-26,GO,NSG,RJR,NSG,Submitted,2025-04-02,18,1761077.25,OP100,2025-04-01,,,10-Existing,10 -Existing Solution,10 -Focus Business,10 -Reasonable Time,10 -Complete,,8d5ea37d-e692-486e-b2f5-5150cd4e78d1,
2025-01-20,"NCC ECC Design, Supply, Install & Commission FDAS in Substation 1 & 2 Switchgear
Room",,,NCC,Electrification,FDAS,Manufacturing,CEMENT,2025-01-16,,GO,LOS,CBG,SubCon,Submitted,2025-03-18,18,2676886.68,OP30,,,,,,,,,Hyblaze to subcon fire suppression; Difsys for FDAS - for follow up c/o Ian,5602402c-ba64-4f42-b407-04d5e40a2709,
2025-01-20,URC Cal Rewinding of 3 Induction Motors  PR 1000123808,CMRP,,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,2025-01-20,,DECLINE,JMO,,,,,,,,,,,,,,,,,414f7a22-4612-4468-8c3e-930da81f2d28,
2025-01-20,IBEL PA/BX System,CMRP25010021,1,Megaworld,Electrification,PABGM,Buildings,CONSTRUCTION,2025-01-17,2025-01-29,DECLINE,CBD,MMR,AVR,Submitted,2025-02-14,15,14857164.65,,,,,,,,,,"Jan20:
waiting for PDX quotation",df067de5-3bf1-4c58-bb3c-6dc8dbd9f5ee,
2025-01-20,Pilmico Tarlac Feedmill 2 Automation,,,Pilmico,Automation,PLC / SCADA,Manufacturing,OTHERS,2025-01-09,,GO,RTR,RJR,,,,,,,,,,,,,,,For Site Inspection on Jan 22,9985ada3-00a4-4fed-bb85-70ea8b18cbad,
2025-01-20,MRT7 Station 12 O&M ACS,CMRP25010015,3,Monocrete,Electrification,ACS,Buildings,CONSTRUCTION,,,GO,CBD,MMR,MMR,Submitted,2025-02-05,22,6250000.00,OP30,,,,,,,,,To follow,95e504ea-47a3-4660-a11a-5f61a037bb1d,
2025-01-21,Supply & Deliver 63kWp Solar Hybrid System for Napsan Villas,CMRP24110507,,"WHITEPORT, Inc.",Electrification,SOLAR,Power,CONSTRUCTION,2025-01-21,2025-02-11,DECLINE,,,,,,,,,,,,"5-New Account, No Champion",5 -Need External Resource,2 -Non Core for Subcon,5 -Budgetary,10 -Complete,NO Subcon for Installation,9a2dccc0-5af2-489c-a504-ec9e7768c8a3,
2025-01-21,DMCI Metrobank Head Office BMS & Aux,,,DMCI,Automation,BMS,Buildings,CONSTRUCTION,2025-01-17,2025-02-07,DECLINE,CBD,,,,,,,,,,,,,,,,"For site presentation
For Info gathering
-ask for extension
-DMCI leverage Siemens in BMS c/o Sir Rojel
-competitor: IATech using ABB",9e1a70f7-6527-4cae-8d0b-67e9a3878f51,
2025-01-21,URC Bagumbayan_S&I Power Meters & Wiring Components (PR 1200014060),CMRP25010018,0,URC-BCFG,Electrification,EE & AUX,Manufacturing,F&B,2025-01-21,2025-01-28,GO,JMO,MMR,MMR,Submitted,2025-01-24,15,451799.99,LOST,2025-01-01,Commercial Offer Optimization,"Overstimation of costs, Rushed preparation resulting in low-quality proposals.",10-Existing,10 -Existing Solution,10 -Focus Business,7 -Urgent,5 -Limited,wiining Bid 200k+ only,c77deb37-2342-4845-a805-421e4cf7e42b,
2025-04-03,MC Engineer Supply of Wago Connectors,CMRP25040160,0,M.C Engineering Inc.,Electrification,ELECTRICAL,Buildings,OTHERS,2025-04-03,2025-04-03,GO,NSG,NSG,NSG,Submitted,2025-04-03,37,53753.07,OP100,2025-04-01,,,"5-New Account, No Champion",10 -Existing Solution,10 -Focus Business,10 -Reasonable Time,10 -Complete,Ready stock - Netpacific,003c045b-c88c-40d3-9227-d9cb18aa956e,
2025-01-22,Magnolia Supply of Level Floatswitch,,,"Magnolia, Inc.",Digitalization,INSTRUMENTATION,Manufacturing,F&B,2025-01-22,,DECLINE,NSG,NSG,NSG,,,,,,,,,8-With Account Champion,3 -No Previous Experience,5 -Peripheral Scope,5 -Budgetary,2 -No Data,,8ddd0bbf-a8ed-45f7-90bc-9fa15def3568,
2025-01-22,URC Passi PR#1000124112 - Electrode,,,URC SURE,Automation,INSTRUMENTATION,Manufacturing,F&B,2025-01-22,,DECLINE,NSG,NSG,NSG,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,5 -Peripheral Scope,5 -Budgetary,2 -No Data,,c6e7cf95-50a3-4b1e-a33c-a21ad6fa0a7d,
2025-04-23,MRT7 Station 9 VO (Works),CMRP,,Archipelago Builders Corporation,Electrification,ELECTRICAL,Buildings,CONSTRUCTION,,,GO,CBD,JEB,SE,Submitted,,,232142.86,OP100,2025-04-01,,,,,,,,,11cc8e82-0cf4-45ae-9b19-2ba5147631b4,
2025-01-22,Knoll BMS,,,Knoll JB Packaging Corporation,Automation,BMS,Manufacturing,MANUFACTURING,2025-01-22,,GO,RTR,EIS,EIS,Submitted,,,,,,,,"5-New Account, No Champion",10 -Existing Solution,10 -Core Business,5 -Budgetary,10 -Complete,,339ea2c9-fee0-4ac1-854e-7490bf3c947c,
2025-01-22,Replacement of Capacitor and its Aux in CapBank B LVSG Nursing Tower 1,,0,St. Luke's,Electrification,ELECTRICAL,Buildings,OTHERS,2025-01-20,2025-02-03,GO,CBD,MMR,MMR,Submitted,2025-01-30,16,3039803.58,OP30,,,,,,,,,,129ba5f3-0b9b-4e66-92eb-47cb45419817,
2025-01-23,Repair/Programming Siemens HMI LCD @ Water Treatment Plant (PR#1000126500),CMRP25020040,0,URC SURE Ursumco,Automation,PLC / SCADA,Manufacturing,MANUFACTURING,2025-01-23,2025-01-30,GO,JMO,VIB,VIB,Submitted,2025-01-27,38,399822.38,LOST,2025-01-01,Competitive Landscape,Competitor is gencon/prev contractor//fabricator/core skilled,10-Existing,10 -Existing Solution,8 -Strategic Business,5 -Budgetary,5 -Limited,Lost to Cebu-based Metrologic (143k Only),546da19b-20db-4c84-a5f7-f386e64c1b5c,
2025-01-23,IBEL AVR,,3,Megaworld,Electrification,ELECTRICAL,Buildings,CONSTRUCTION,2025-01-23,2025-01-28,GO,CBD,MMR,,Submitted,2025-01-27,,886000.72,LOST,2025-03-01,,,,,,,,Awarded to winning Genset supplier (package),b7b294d8-b7f3-4949-bad4-ce7b858fd47f,
2025-04-23,MRT7 Station 9 VO (CAD),CMRP,,Archipelago Builders Corporation,Electrification,ELECTRICAL,Buildings,CONSTRUCTION,,,GO,CBD,JEB,SE,Submitted,,,80357.14,OP100,2025-04-01,,,,,,,,,639a5ecd-8676-4209-992a-7d46498ead22,
2025-05-05,SCII Supply of MPS and Battery,CMRP25030129,2,SCII,Electrification,FDAS,Manufacturing,CEMENT,2025-04-23,2025-04-23,GO,NSG,NSG,NSG,Submitted,2025-05-05,29,30008.65,OP100,2025-04-01,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,SCII_7300002902,62aff7aa-f99c-4b08-b77b-3d64ac606fe1,
2025-01-23,NGC EE & Aux (Works),CMRP25010024,9,Megaworld,Electrification,EE & AUX,Buildings,CONSTRUCTION,2025-01-23,2025-02-14,GO,CBD,CBG,CBG,Submitted,2025-05-15,21,8469643.13,OP30,,,,,,,,,June or Q3 target awarding,72f5cbd5-33d3-4a7b-89d1-80a70bea967d,
2025-01-23,WPI NGBP Supply & Deliver 7-Switchgear & 37-Transformer,CMRP25010008,1,"WHITEPORT, Inc.",Electrification,ELECTRICAL,Buildings,CONSTRUCTION,2025-01-07,2025-01-24,GO,NSG,NSG,SubCon,Submitted,2025-01-24,19,170113926.89,OP30,,,,2-Existing account with No Orders,5 -Need External Resource,7 -Core + Peripheral,7 -Urgent,10 -Complete,,60ef9fa3-70d5-4613-87eb-9f43a62f3b9a,
2025-01-23,WPI Supply and Delivery of Panel Boards for QC Congress Secretarial Project,CMRP25010021,1,"WHITEPORT, Inc.",Electrification,ELECTRICAL,Buildings,CONSTRUCTION,2025-01-23,2025-01-24,GO,NSG,NSG,NSG,Submitted,2025-01-24,25,71745.52,OP30,,,,"5-New Account, No Champion",8 -Need to Customize,8 -Strategic Business,5 -Budgetary,5 -Limited,,4addfb87-ffb6-4b42-aa21-5ca397ef329a,
