2025-01-15,Crimson Clark Chiller Management System,CMRP25010013,0,Applied Thermal Technology Solution Corporation,Automation,PLC / SCADA,Buildings,CONSTRUCTION,2025-01-15,2025-01-21,GO,CBD,RJR,RJR,Submitted,2025-01-21,,3118352.39,OP30,,,,,,,,,"Budgetary
Jan20:
- Offer Siemens Building",459cebf5-0b8c-4362-b821-0ce6ba3024ef,
2025-01-16,Whiteport Supply of Panel Boards & ECBs for FTS (Binondo) Project,CMRP24120523,1,"Whiteport, Inc.",Electrification,ELECTRICAL,Buildings,CONSTRUCTION,2025-01-16,,GO,NSG,NSG,SubCon,Submitted,2025-01-16,25,1076855.05,OP30,,,,5-New Account No Champion,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,,bbe7d8b8-52df-4ae9-8360-e20c8e2cb4a0,
2025-01-16,Riviera Golf Club Replacement of VFD,CMRP24040110,1,"Riviera Golf Club, Inc.",Electrification,ELECTRICAL,Buildings,OTHERS,2025-01-16,,GO,NSG,NSG,SubCon,Submitted,2025-01-16,17,112857.14,OP100,2025-01-01,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,"Awarded: Jan 02 2025
PO Cancellation to Riviera Feb 28 2025",be397c41-f2cf-4369-8667-394fd5a2ff98,
2025-01-17,Difsys Supply of UTP Lan Cable,CMRP25010011,0,"Digitally Intelligent Facility Systems, Inc. ",Automation,IT,Manufacturing,OTHERS,2025-01-13,2025-01-20,GO,NSG,NSG,SubCon,Submitted,2025-01-20,25,25378.89,OP30,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,,b0507332-f4fd-4246-8af4-8ba7a18bd3fb,
2025-01-17,MRT7 Station 9 VO (additional devices),CMRP25010009,0,Archipelago Builders Corporation,Electrification,ACS,Buildings,CONSTRUCTION,2025-01-17,2025-01-20,GO,CBD,NSG,SE,Submitted,2025-01-21,19,1005600.47,OP30,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,01/20/2025: For Review and Approval JEB,677b0810-e33e-4d75-9890-f1be49675437,
2025-01-17,FCF Minerals Supply of Siemens MCCB,,,FCF Minerals Corporation,Automation,PLC / SCADA,Manufacturing,UTILITIES,2025-01-16,,DECLINE,NSG,NSG,NSG,,,,,,,,,5-New Account No Champion,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,"01/20/2025: For Client Approval submitted clarification 
01/23/2025: Not Responsive | Declined Supply Opps",ef9d6210-7237-4984-9162-0d199b41f33c,
2025-01-18,UEO1 Walkthrough Metal Detectors,CMRP25010019,0,Megaworld,Electrification,EE & AUX,Buildings,CONSTRUCTION,2025-01-17,2025-01-21,GO,CBD,RJR,CBG,Submitted,,19,404933.04,LOST,2025-02-01,Commercial Offer Optimization,Overstimation of costs,,,,,,"Jan20:
-waiting for PDX quotation",15c5fbd9-0a6f-4973-90af-0d60bf2540a2,
2025-01-18,LA CARLOTA Distillation FDAS PM & Gas Detector & Alarm Inst'n PR No. 1200007856,CMRP,,URC SURE,Electrification,FDAS,Manufacturing,MANUFACTURING,2025-01-18,2025-01-25,DECLINE,JMO,,,,,,,,,,,2-Existing account with No Orders,5 -Need External Resource,2 -Non Core for Subcon,7 -Urgent,5 -Limited,,9c50ff96-833d-4794-9f03-cfb9ee628bd2,
2025-01-18,LA CARLOTA Distillery Rehabilitation & Centralization of 7-Zones FDAS,CMRP,,URC SURE,Electrification,FDAS,Manufacturing,MANUFACTURING,2025-01-18,2025-01-25,DECLINE,JMO,,,,,,,,,,,2-Existing account with No Orders,5 -Need External Resource,2 -Non Core for Subcon,7 -Urgent,5 -Limited,,edc7d714-f77f-44a0-9942-dd2f6d9eaaf2,
2025-01-18,Project Pylon Auxiliary,,,Wiz Winner Inc. /Monde,Electrification,EE & AUX,Manufacturing,MANUFACTURING,2025-01-18,2025-01-29,DECLINE,LOS,MMR,MMR,,,,,,,,,,,,,,,7d59d4b7-ed98-4f3e-9a23-1279e258576d,
2025-01-19,WPI NGBP Supply & Deliver 7-Switchgear & 37-Transformer,CMRP25010008,0,"WHITEPORT, Inc.",Electrification,ELECTRICAL,Buildings,CONSTRUCTION,2025-01-07,2025-01-09,GO,NSG,NSG,SubCon,Submitted,2025-01-17,19,,,,,,2-Existing account with No Orders,5 -Need External Resource,7 -Core + Peripheral,7 -Urgent,10 -Complete,"For Sub Con - G-Tech & SESCO (Rua Source no response)
Jan13: Partial offer for G=Switch gear only
- Need to cover consultant (IN-HOUSE DATA LAND) to have an edge in the opportunity
- doublecheck quotation from G Tech and JMO contacts
- info from end user: local fabricator is allowed",1c4b733e-fc4e-474e-bf29-241b087e96c1,
2025-01-20,"NCC ECC Design Supply Installation and Commissioning of FDAS and Fire Suppression using Water
Deluge System in Substation 1 and 2: 6 x 25 MVA Power Transformer.",CMRP25,,NCC,Electrification,FDAS,Manufacturing,CEMENT,2025-01-16,,PENDING,LOS,CBG,SubCon,Submitted,,,,,,,,,,,,,Hyblaze to subcon fire suppression; Difsys for FDAS - for follow up c/o Ian,d61755b1-4282-4017-8326-083829e51e1f,
2025-01-20,NPI Supply and Installation of Ethernet Switch 16port,CMRP25010012,0,"Net Pacific, Inc.",Automation,PLC / SCADA,Buildings,CONSTRUCTION,2025-01-20,2025-01-21,GO,NSG,NSG,DS,Submitted,2025-01-21,36,65970.43,OP100,2025-01-01,,,10-Existing,,,,,,d2ad1892-3459-4284-b9d6-aa884cae201f,
2025-01-20,"NCC ECC Design Supply Install & Commission FDAS in Substation 1 & 2 Switchgear
Room",,,NCC,Electrification,FDAS,Manufacturing,CEMENT,2025-01-16,,GO,LOS,CBG,SubCon,Submitted,2025-03-18,18,2676886.68,OP30,,,,,,,,,Hyblaze to subcon fire suppression; Difsys for FDAS - for follow up c/o Ian,996c0ba0-1b9a-4a5d-88ef-6ac0b8483b1e,
2025-01-20,URC Cal Rewinding of 3 Induction Motors  PR 1000123808,CMRP,,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,2025-01-20,,DECLINE,JMO,,,,,,,,,,,,,,,,,6848cd64-1ee0-4565-a5ce-fe01eb7a9f8e,
2025-01-20,IBEL PA/BX System,CMRP25010021,1,Megaworld,Electrification,PABGM,Buildings,CONSTRUCTION,2025-01-17,2025-01-29,DECLINE,CBD,MMR,AVR,Submitted,2025-02-14,15,14857164.65,,,,,,,,,,"Jan20:
waiting for PDX quotation",a23c8a3b-6e61-4454-ba24-f32a0309429b,
2025-01-20,MRT7 Station 12 Depot ACS & FDAS,CMRP25010010,2,Monocrete,Electrification,EE & AUX,Buildings,CONSTRUCTION,,,GO,CBD,MMR,MMR,Submitted,2025-02-02,22,9269589.01,OP30,,,,,,,,,,17622437-0c20-44c9-a5dc-ba5c277828fb,
2025-01-20,Pilmico Tarlac Feedmill 2 Automation,,,Pilmico,Automation,PLC / SCADA,Manufacturing,OTHERS,2025-01-09,,GO,RTR,RJR,,Not Yet Started,,,,,,,,,,,,,For Site Inspection on Jan 22,5b8688ab-8164-40a4-8feb-c77c785577bf,
2025-01-20,MRT7 Station 12 O&M ACS & FDAS,CMRP25010015,3,Monocrete,Electrification,EE & AUX,Buildings,CONSTRUCTION,,,GO,CBD,MMR,MMR,Submitted,2025-02-05,22,21704776.35,OP30,,,,,,,,,,568db05e-689b-472d-9586-b9919f34c83d,
2025-01-21,Supply & Deliver 63kWp Solar Hybrid System for Napsan Villas,CMRP24110507,,"WHITEPORT, Inc.",Electrification,SOLAR,Power,CONSTRUCTION,2025-01-21,2025-02-11,DECLINE,,,,,,,,,,,,5-New Account No Champion,5 -Need External Resource,2 -Non Core for Subcon,5 -Budgetary,10 -Complete,NO Subcon for Installation,1c4e938f-adb7-4522-bef4-7f0730a638e1,
2025-01-21,DMCI Metrobank Head Office BMS & Aux,,,DMCI,Automation,BMS,Buildings,CONSTRUCTION,2025-01-17,2025-02-07,DECLINE,CBD,,,,,,,,,,,,,,,,"For site presentation
For Info gathering
-ask for extension
-DMCI leverage Siemens in BMS c/o Sir Rojel
-competitor: IATech using ABB",49803817-0235-482f-b74b-de75ab521326,
2025-01-21,URC Bagumbayan_S&I Power Meters & Wiring Components (PR 1200014060),CMRP25010018,0,URC-BCFG,Electrification,EE & AUX,Manufacturing,F&B,2025-01-21,2025-01-28,GO,JMO,MMR,MMR,Submitted,2025-01-24,15,451799.99,LOST,2025-01-01,Commercial Offer Optimization,"Overstimation of costs, Rushed preparation resulting in low-quality proposals.",10-Existing,10 -Existing Solution,10 -Focus Business,7 -Urgent,5 -Limited,wiining Bid 200k+ only,46056891-1194-4f7b-b137-f76929351735,
2025-01-22,Magnolia Supply of Level Floatswitch,,,"Magnolia, Inc.",Digitalization,INSTRUMENTATION,Manufacturing,F&B,2025-01-22,,DECLINE,NSG,NSG,NSG,,,,,,,,,8-With Account Champion,3 -No Previous Experience,5 -Peripheral Scope,5 -Budgetary,2 -No Data,,ef391724-e46c-4dbb-b0f6-4a2b1339138d,
2025-01-22,URC Passi PR#1000124112 - Electrode,,,URC SURE,Automation,INSTRUMENTATION,Manufacturing,F&B,2025-01-22,,DECLINE,NSG,NSG,NSG,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,5 -Peripheral Scope,5 -Budgetary,2 -No Data,,f368996f-e262-4aae-a402-43932a55d914,
2025-01-22,BBP Sheraton Manila Hotel Chiller Plant Energy Optimization,CMRP25010016,3,BBP,Electrification,EE & AUX,Buildings,CONSTRUCTION,2025-01-22,,GO,RTR,VIB,SE,Submitted,2025-03-07,15,2570000.00,OP100,2025-03-01,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,VIB Feb03: SE already sent BOM waiting for final approved docs (SOW components list io list from BBP,5489bb03-cec2-4058-9402-dcdb5976bda8,
2025-01-22,Knoll BMS,,,Knoll JB Packaging Corporation,Automation,BMS,Manufacturing,MANUFACTURING,2025-01-22,,GO,RTR,EIS,EIS,Submitted,,,,,,,,5-New Account No Champion,10 -Existing Solution,10 -Core Business,5 -Budgetary,10 -Complete,,e09dacd1-2d89-48b7-ad87-d138567a1eed,
2025-01-08,MRT7 Station 1 ACS,CMRP25010002,3,T&D Power Systems,Electrification,ACS,Buildings,CONSTRUCTION,2025-01-07,,GO,CBD,MMR,SubCon,Submitted,2025-02-13,26,6696428.57,OP100,2025-02-01,,,5-New Account No Champion,10 -Existing Solution,10 -Core Business,7 -Urgent,5 -Limited,"Quote to IoT
Jan13: 
- Due to unavailability of documents and BOQ quotation is based on assumptions
- Client deadline ASAP
- SE Team to set meeting with T&D and finalize BOQ(with buffer). Proposal will proceed with costing works",50211888-4686-4189-9141-987f3184842f,
2025-01-22,Replacement of Capacitor and its Aux in CapBank B LVSG Nursing Tower 1,,0,St. Luke's,Electrification,EE & AUX,Buildings,OTHERS,2025-01-20,2025-02-03,GO,CBD,MMR,MMR,Submitted,2025-01-30,16,3039803.58,OP30,,,,,,,,,,e2d631ed-287b-443d-830e-3c4cbcf8ecf8,
2025-01-23,Repair/Programming Siemens HMI LCD @ Water Treatment Plant (PR#1000126500),CMRP25020040,0,URC SURE Ursumco,Automation,PLC / SCADA,Manufacturing,MANUFACTURING,2025-01-23,2025-01-30,GO,JMO,VIB,VIB,Submitted,2025-01-27,38,399822.38,LOST,2025-01-01,Competitive Landscape,Competitor is gencon/prev contractor//fabricator/core skilled,10-Existing,10 -Existing Solution,8 -Strategic Business,5 -Budgetary,5 -Limited,Lost to Cebu-based Metrologic (143k Only),eb2ca372-b23a-41a5-9627-819d639aa81d,
2025-01-23,IBEL AVR,,3,Megaworld,Electrification,ELECTRICAL,Buildings,CONSTRUCTION,2025-01-23,2025-01-28,GO,CBD,MMR,,Submitted,2025-01-27,,886000.72,LOST,2025-03-01,,,,,,,,Awarded to winning Genset supplier (package),091f6c3c-df47-43da-bd18-adad105c441d,
2025-01-23,MRT7 S7 FDAS VO,CMRP22030140VOFDAS,0,ARAJA,Electrification,FDAS,Buildings,CONSTRUCTION,2025-01-23,2025-01-23,GO,RTR,VIB,SE,Submitted,2025-01-23,28,1638709.41,OP100,2025-01-01,,,10-Existing,10 -Existing Solution,10 -Core Business,7 -Urgent,10 -Complete,SC000014218,61f6c012-623e-4da7-bc82-6d9aa70e38c7,
2025-01-23,MRT7 S7 ACS VO,CMRP22030140VOACS,0,ARAJA,Electrification,ACS,Buildings,CONSTRUCTION,2025-01-23,2025-01-23,GO,RTR,VIB,SE,Submitted,2025-01-23,31,1634377.86,OP100,2025-01-01,,,10-Existing,10 -Existing Solution,10 -Core Business,7 -Urgent,10 -Complete,,5784580a-dcb4-4354-ae8e-083bfeb119c7,
2025-01-23,NGC EE & Aux,CMRP25010024,5,Megaworld,Electrification,ELECTRICAL,Buildings,CONSTRUCTION,2025-01-23,2025-02-14,GO,CBD,CBG,CBG,Submitted,2025-04-22,21,19103566.62,OP30,,,,,,,,,"Apr24:
- Cable quantity concern (x3 compare to other competitors)
- to check by ASB this morning
- to submit optimized today(apr24)",0c2d528f-7342-4200-9db1-d3b16a036969,
2025-01-23,WPI NGBP Supply & Deliver 7-Switchgear & 37-Transformer,CMRP25010008,1,"WHITEPORT, Inc.",Electrification,ELECTRICAL,Buildings,CONSTRUCTION,2025-01-07,2025-01-24,GO,NSG,NSG,SubCon,Submitted,2025-01-24,19,170113926.89,OP30,,,,2-Existing account with No Orders,5 -Need External Resource,7 -Core + Peripheral,7 -Urgent,10 -Complete,,e7b0b4c2-66f3-4cf3-8dcf-898aff17f41f,
2025-01-23,WPI Supply and Delivery of Panel Boards for QC Congress Secretarial Project,CMRP25010021,1,"WHITEPORT, Inc.",Electrification,ELECTRICAL,Buildings,CONSTRUCTION,2025-01-23,2025-01-24,GO,NSG,NSG,NSG,Submitted,2025-01-24,25,71745.52,OP30,,,,5-New Account No Champion,8 -Need to Customize,8 -Strategic Business,5 -Budgetary,5 -Limited,,57440c8e-9beb-4547-bbfe-222b2182087f,
2025-01-24,SMYPC CGP Field Wiring & Siemens Control Hardware ,,0,San Miguel Yamamura Packaging Corporation,Automation,PLC / SCADA,Manufacturing,MANUFACTURING,2025-01-24,2025-01-30,GO,RTR,AVR,MMR,Submitted,,,,,,,,10-Existing,10 -Existing Solution,8 -Strategic Business,7 -Urgent,10 -Complete,,fa2a6015-64ad-47be-b1c6-fc5d03fc2ba6,
2025-01-24,FBI Servequest Office Project CCTV,CMRP25010022,0,Forthright Builders Inc.,Electrification,EE & AUX,Buildings,OTHERS,2025-01-24,,GO,LOS,CBG,Partner,Submitted,2025-02-13,25,1187333.06,OP30,,,,5-New Account No Champion,10 -Existing Solution,10 -Core Business,7 -Urgent,5 -Limited,Need site survey ASAP,b0706b4c-3715-486d-bc85-8ade6c4012aa,
2025-01-24,ADI Supply of BMS Spare Parts,CRMP25010017,1,"Analog Devices, Inc.",Automation,BMS,Manufacturing,SEMICON,2025-01-23,2025-01-24,GO,NSG,NSG,DS,Submitted,2025-01-24,25,205536.54,OP90,,,,10-Strategic,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,,e5fb2e1e-7aa5-4249-ad98-a7b77c905b9f,
2025-01-24,Difsys Supply of Patch Cords,CRMP25010023,0,"Digitally Intelligent Facility Systems, Inc. ",Automation,IT,Manufacturing,OTHERS,2025-01-24,2025-01-24,GO,NSG,NSG,NSG,Submitted,2025-01-24,20,59164.06,OP30,,,,10-Existing,10 -Existing Solution,8 -Strategic Business,10 -Reasonable Time,10 -Complete,From Netpacific Stock,6cf006f0-a498-4bfb-9c91-c3534f4c4608,
